participant,group,block,sep,fixated,correct
4,no instruction,2,640,2,1
4,no instruction,2,284,3,0
4,no instruction,2,102,3,0
4,no instruction,2,640,2,1
4,no instruction,2,102,2,1
4,no instruction,2,244,2,1
4,no instruction,2,102,2,1
4,no instruction,2,31,3,NA
4,no instruction,2,244,2,0
4,no instruction,2,208,3,1
4,no instruction,2,66,3,1
4,no instruction,2,208,2,0
4,no instruction,2,66,2,1
4,no instruction,2,102,2,1
4,no instruction,2,102,2,0
4,no instruction,2,244,3,1
4,no instruction,2,284,2,1
4,no instruction,2,66,3,1
4,no instruction,2,102,3,1
4,no instruction,2,208,3,1
4,no instruction,2,137,3,1
4,no instruction,2,640,2,0
4,no instruction,2,284,3,0
4,no instruction,2,640,1,NA
4,no instruction,2,66,2,1
4,no instruction,2,137,2,1
4,no instruction,2,137,2,1
4,no instruction,2,31,2,NA
4,no instruction,2,244,2,1
4,no instruction,2,173,2,1
4,no instruction,2,284,2,1
4,no instruction,2,173,2,1
4,no instruction,2,31,2,1
4,no instruction,2,244,2,1
4,no instruction,2,66,2,0
4,no instruction,2,284,2,0
4,no instruction,2,640,1,NA
4,no instruction,2,31,2,NA
4,no instruction,2,102,2,1
4,no instruction,2,173,2,0
4,no instruction,2,284,2,1
4,no instruction,2,208,2,0
4,no instruction,2,208,2,0
4,no instruction,2,66,2,0
4,no instruction,2,208,2,1
4,no instruction,2,137,2,1
4,no instruction,2,284,2,0
4,no instruction,2,102,2,1
4,no instruction,2,137,2,NA
4,no instruction,2,173,2,0
4,no instruction,2,66,2,0
4,no instruction,2,640,2,0
4,no instruction,2,102,3,0
4,no instruction,2,284,2,1
4,no instruction,2,31,3,1
4,no instruction,2,640,2,0
4,no instruction,2,137,3,1
4,no instruction,2,284,2,1
4,no instruction,2,66,2,0
4,no instruction,2,244,2,1
4,no instruction,2,137,2,0
4,no instruction,2,640,2,0
4,no instruction,2,208,3,0
4,no instruction,2,173,3,1
4,no instruction,2,244,3,1
4,no instruction,2,66,3,1
4,no instruction,2,640,1,NA
4,no instruction,2,173,2,0
4,no instruction,2,102,2,1
4,no instruction,2,31,3,0
4,no instruction,2,284,3,NA
4,no instruction,2,173,3,0
4,no instruction,2,640,2,0
4,no instruction,2,173,3,1
4,no instruction,2,244,2,1
4,no instruction,2,66,2,NA
4,no instruction,2,102,3,NA
4,no instruction,2,208,2,1
4,no instruction,2,66,2,1
4,no instruction,2,137,2,1
4,no instruction,2,244,3,1
4,no instruction,2,284,2,0
4,no instruction,2,284,2,NA
4,no instruction,2,244,2,1
4,no instruction,2,208,3,1
4,no instruction,2,31,2,0
4,no instruction,2,173,2,1
4,no instruction,2,137,2,NA
4,no instruction,2,173,2,1
4,no instruction,2,640,1,NA
4,no instruction,2,66,2,0
4,no instruction,2,137,2,1
4,no instruction,2,244,2,0
4,no instruction,2,137,2,0
4,no instruction,2,66,2,0
4,no instruction,2,102,2,0
4,no instruction,2,173,2,1
4,no instruction,2,31,2,NA
4,no instruction,2,173,2,1
4,no instruction,2,31,2,NA
4,no instruction,2,284,3,NA
4,no instruction,2,31,3,1
4,no instruction,2,244,3,1
4,no instruction,2,640,2,1
4,no instruction,2,102,2,1
4,no instruction,2,208,3,0
4,no instruction,2,102,2,0
4,no instruction,2,137,2,1
4,no instruction,2,173,2,0
4,no instruction,2,31,3,1
4,no instruction,2,208,3,0
4,no instruction,2,102,3,0
4,no instruction,2,244,3,NA
4,no instruction,2,137,2,1
4,no instruction,2,284,2,1
4,no instruction,2,284,3,1
4,no instruction,2,102,1,NA
4,no instruction,2,208,3,0
4,no instruction,2,208,2,0
4,no instruction,2,66,2,1
4,no instruction,2,102,2,1
4,no instruction,2,284,3,1
4,no instruction,2,208,3,1
4,no instruction,2,244,2,0
4,no instruction,2,284,3,1
4,no instruction,2,244,3,1
4,no instruction,2,208,2,1
4,no instruction,2,640,2,1
4,no instruction,2,137,2,1
4,no instruction,2,31,3,NA
4,no instruction,2,66,2,0
4,no instruction,2,102,2,1
4,no instruction,2,66,2,1
4,no instruction,2,640,1,NA
4,no instruction,2,31,2,1
4,no instruction,2,173,2,0
4,no instruction,2,640,1,NA
4,no instruction,2,208,2,1
4,no instruction,2,640,2,NA
4,no instruction,2,137,2,1
4,no instruction,2,66,2,1
4,no instruction,2,31,2,1
4,no instruction,2,102,3,1
4,no instruction,2,173,3,0
4,no instruction,2,102,3,NA
4,no instruction,2,31,3,1
4,no instruction,2,102,2,NA
4,no instruction,2,31,2,1
4,no instruction,2,137,2,0
4,no instruction,2,173,3,1
4,no instruction,2,31,2,1
4,no instruction,2,640,1,NA
4,no instruction,2,102,3,0
4,no instruction,2,640,1,NA
4,no instruction,2,31,2,0
4,no instruction,2,244,2,0
4,no instruction,2,173,2,0
4,no instruction,2,284,2,0
4,no instruction,2,173,2,0
4,no instruction,2,173,3,1
4,no instruction,2,102,3,0
4,no instruction,2,640,3,NA
4,no instruction,2,31,3,NA
4,no instruction,2,102,3,0
4,no instruction,2,66,2,1
4,no instruction,2,640,2,1
4,no instruction,2,137,2,1
4,no instruction,2,66,3,0
4,no instruction,2,102,3,1
4,no instruction,2,208,3,0
4,no instruction,2,66,3,1
4,no instruction,2,31,3,NA
4,no instruction,2,173,3,1
4,no instruction,2,244,3,1
4,no instruction,2,208,3,1
4,no instruction,2,244,3,1
4,no instruction,2,284,3,0
4,no instruction,2,102,3,0
4,no instruction,2,137,3,0
4,no instruction,2,244,3,1
4,no instruction,2,137,2,1
4,no instruction,2,102,2,0
4,no instruction,2,284,3,0
4,no instruction,2,284,2,1
4,no instruction,2,244,3,1
4,no instruction,2,208,2,0
4,no instruction,2,284,2,1
4,no instruction,2,66,2,1
4,no instruction,2,284,2,1
4,no instruction,2,244,3,0
4,no instruction,2,640,3,0
4,no instruction,2,284,3,1
4,no instruction,2,284,2,1
4,no instruction,2,137,2,0
4,no instruction,2,137,2,0
4,no instruction,2,640,3,1
4,no instruction,2,66,2,0
4,no instruction,2,173,3,0
4,no instruction,2,173,3,0
4,no instruction,2,244,3,1
4,no instruction,2,31,2,NA
4,no instruction,2,31,2,1
4,no instruction,2,244,2,1
4,no instruction,2,244,2,1
4,no instruction,2,640,3,NA
4,no instruction,2,66,2,0
4,no instruction,2,173,2,0
4,no instruction,2,208,2,NA
4,no instruction,2,137,3,0
4,no instruction,2,102,3,1
4,no instruction,2,244,3,0
4,no instruction,2,208,3,1
4,no instruction,2,66,3,0
4,no instruction,2,173,3,0
4,no instruction,2,208,3,1
4,no instruction,2,284,2,0
4,no instruction,2,137,2,0
4,no instruction,2,640,3,0
4,no instruction,2,137,2,NA
4,no instruction,2,66,2,1
4,no instruction,2,208,2,0
4,no instruction,2,208,2,0
4,no instruction,2,66,2,0
4,no instruction,2,640,3,NA
4,no instruction,2,208,2,1
4,no instruction,2,284,2,1
4,no instruction,2,208,2,0
4,no instruction,2,137,2,0
4,no instruction,2,31,3,NA
4,no instruction,2,66,3,0
4,no instruction,2,31,3,0
4,no instruction,2,640,2,1
4,no instruction,2,244,2,0
4,no instruction,2,137,1,NA
4,no instruction,2,173,3,0
4,no instruction,2,137,2,1
4,no instruction,2,284,3,0
4,no instruction,2,208,2,1
4,no instruction,2,31,2,NA
4,no instruction,2,137,2,0
4,no instruction,2,173,3,1
4,no instruction,2,66,2,0
4,no instruction,2,640,3,1
4,no instruction,2,208,2,1
4,no instruction,2,31,3,0
4,no instruction,2,208,3,0
4,no instruction,2,66,2,0
4,no instruction,2,640,3,1
4,no instruction,2,31,2,NA
4,no instruction,2,640,2,0
4,no instruction,2,244,2,1
4,no instruction,2,102,2,1
4,no instruction,2,31,2,0
4,no instruction,2,102,2,NA
4,no instruction,2,31,2,1
4,no instruction,2,31,2,1
4,no instruction,2,244,2,0
4,no instruction,2,244,2,0
4,no instruction,2,208,2,1
4,no instruction,2,102,2,1
4,no instruction,2,284,3,1
4,no instruction,2,66,2,0
4,no instruction,2,640,2,0
4,no instruction,2,244,2,1
4,no instruction,2,173,2,1
4,no instruction,2,244,3,1
4,no instruction,2,31,3,NA
4,no instruction,2,173,3,0
4,no instruction,2,208,2,1
4,no instruction,2,102,2,1
4,no instruction,2,31,2,NA
4,no instruction,2,102,2,1
4,no instruction,2,640,3,0
4,no instruction,2,284,2,0
4,no instruction,2,137,2,1
4,no instruction,2,244,2,0
4,no instruction,2,640,3,1
4,no instruction,2,102,2,0
4,no instruction,2,284,3,0
4,no instruction,2,640,3,1
4,no instruction,2,208,2,NA
4,no instruction,2,173,2,1
4,no instruction,2,244,3,0
4,no instruction,2,208,2,0
4,no instruction,2,640,3,0
4,no instruction,2,66,1,NA
4,no instruction,2,66,3,1
4,no instruction,2,66,1,NA
4,no instruction,2,640,2,1
4,no instruction,2,66,3,1
4,no instruction,2,173,3,1
4,no instruction,2,31,3,0
4,no instruction,2,173,3,1
4,no instruction,2,208,3,1
4,no instruction,2,102,3,1
4,no instruction,2,173,3,0
4,no instruction,2,173,3,1
4,no instruction,2,137,3,1
4,no instruction,2,102,3,1
4,no instruction,2,137,2,1
4,no instruction,2,66,2,1
4,no instruction,2,208,2,1
4,no instruction,2,284,2,0
4,no instruction,2,66,2,1
4,no instruction,2,208,2,1
4,no instruction,2,66,2,0
4,no instruction,2,284,3,1
4,no instruction,2,244,3,1
4,no instruction,2,284,3,1
4,no instruction,2,137,3,1
4,no instruction,2,640,3,1
4,no instruction,2,102,3,NA
4,no instruction,2,284,3,1
4,no instruction,2,284,3,1
4,no instruction,2,173,3,0
4,no instruction,2,137,3,1
4,no instruction,2,102,2,0
4,no instruction,2,284,3,1
4,no instruction,2,137,2,1
4,no instruction,2,244,3,0
4,no instruction,2,137,3,1
4,no instruction,2,31,2,1
5,instruction,1,251,1,0
5,instruction,1,144,1,1
5,instruction,1,322,2,1
5,instruction,1,640,3,1
5,instruction,1,180,1,0
5,instruction,1,144,1,1
5,instruction,1,322,2,NA
5,instruction,1,215,1,NA
5,instruction,1,251,1,1
5,instruction,1,180,1,1
5,instruction,1,640,2,1
5,instruction,1,284,3,1
5,instruction,1,144,1,1
5,instruction,1,284,3,1
5,instruction,1,284,2,1
5,instruction,1,144,1,1
5,instruction,1,180,1,1
5,instruction,1,180,1,1
5,instruction,1,215,1,1
5,instruction,1,287,3,1
5,instruction,1,284,3,1
5,instruction,1,322,2,1
5,instruction,1,322,3,1
5,instruction,1,215,1,1
5,instruction,1,358,3,1
5,instruction,1,215,1,1
5,instruction,1,284,2,1
5,instruction,1,358,3,1
5,instruction,1,144,1,1
5,instruction,1,322,2,0
5,instruction,1,358,3,1
5,instruction,1,251,1,1
5,instruction,1,180,1,1
5,instruction,1,251,1,0
5,instruction,1,284,3,1
5,instruction,1,180,1,1
5,instruction,1,215,1,1
5,instruction,1,358,2,1
5,instruction,1,284,2,1
5,instruction,1,640,3,1
5,instruction,1,180,1,1
5,instruction,1,215,1,NA
5,instruction,1,640,2,1
5,instruction,1,251,1,1
5,instruction,1,251,1,1
5,instruction,1,640,2,1
5,instruction,1,358,3,1
5,instruction,1,287,2,0
5,instruction,1,215,1,1
5,instruction,1,287,2,1
5,instruction,1,640,3,1
5,instruction,1,251,1,0
5,instruction,1,640,3,0
5,instruction,1,322,3,1
5,instruction,1,287,2,0
5,instruction,1,640,3,1
5,instruction,1,287,2,0
5,instruction,1,287,3,1
5,instruction,1,287,3,1
5,instruction,1,322,2,1
5,instruction,1,215,1,1
5,instruction,1,287,3,1
5,instruction,1,144,1,NA
5,instruction,1,144,1,1
5,instruction,1,358,2,1
5,instruction,1,215,1,1
5,instruction,1,284,2,0
5,instruction,1,322,3,1
5,instruction,1,180,1,1
5,instruction,1,287,3,1
5,instruction,1,322,2,1
5,instruction,1,284,3,1
5,instruction,1,251,1,NA
5,instruction,1,358,3,1
5,instruction,1,640,2,1
5,instruction,1,322,2,0
5,instruction,1,251,1,1
5,instruction,1,358,3,1
5,instruction,1,358,3,1
5,instruction,1,180,1,NA
5,instruction,1,640,3,NA
5,instruction,1,144,1,1
5,instruction,1,144,1,1
5,instruction,1,358,3,1
5,instruction,1,287,3,1
5,instruction,1,144,1,1
5,instruction,1,215,1,1
5,instruction,1,180,1,1
5,instruction,1,251,1,0
5,instruction,1,284,3,1
5,instruction,1,144,1,1
5,instruction,1,180,1,0
5,instruction,1,358,3,1
5,instruction,1,284,3,1
5,instruction,1,284,2,NA
5,instruction,1,358,2,1
5,instruction,1,322,2,NA
5,instruction,1,251,1,1
5,instruction,1,180,1,0
5,instruction,1,322,3,1
5,instruction,1,251,1,1
5,instruction,1,358,2,1
5,instruction,1,144,1,NA
5,instruction,1,251,1,1
5,instruction,1,180,1,1
5,instruction,1,144,1,1
5,instruction,1,180,1,1
5,instruction,1,287,3,1
5,instruction,1,284,2,1
5,instruction,1,640,3,0
5,instruction,1,640,3,1
5,instruction,1,284,3,1
5,instruction,1,358,2,1
5,instruction,1,251,1,1
5,instruction,1,640,3,1
5,instruction,1,215,1,1
5,instruction,1,144,1,NA
5,instruction,1,144,1,1
5,instruction,1,215,1,1
5,instruction,1,322,3,1
5,instruction,1,180,1,1
5,instruction,1,322,3,1
5,instruction,1,640,3,NA
5,instruction,1,322,3,1
5,instruction,1,287,3,0
5,instruction,1,287,2,0
5,instruction,1,640,2,1
5,instruction,1,322,2,1
5,instruction,1,287,3,1
5,instruction,1,144,1,1
5,instruction,1,144,1,NA
5,instruction,1,144,1,1
5,instruction,1,251,1,1
5,instruction,1,251,1,1
5,instruction,1,215,1,NA
5,instruction,1,358,3,1
5,instruction,1,322,2,0
5,instruction,1,287,2,0
5,instruction,1,358,3,NA
5,instruction,1,144,1,1
5,instruction,1,284,3,0
5,instruction,1,180,1,1
5,instruction,1,251,1,1
5,instruction,1,215,1,1
5,instruction,1,322,2,1
5,instruction,1,144,1,1
5,instruction,1,284,2,1
5,instruction,1,287,2,1
5,instruction,1,215,1,0
5,instruction,1,180,1,1
5,instruction,1,215,1,1
5,instruction,1,287,2,1
5,instruction,1,180,1,1
5,instruction,1,284,3,NA
5,instruction,1,640,2,1
5,instruction,1,358,3,1
5,instruction,1,215,1,0
5,instruction,1,640,2,NA
5,instruction,1,640,3,0
5,instruction,1,640,3,1
5,instruction,1,284,2,1
5,instruction,1,251,1,0
5,instruction,1,251,1,1
5,instruction,1,287,2,1
5,instruction,1,640,3,1
5,instruction,1,251,1,1
5,instruction,1,180,1,1
5,instruction,1,287,2,0
5,instruction,1,322,3,1
5,instruction,1,284,2,1
5,instruction,1,358,3,1
5,instruction,1,358,3,1
5,instruction,1,284,2,1
5,instruction,1,358,2,1
5,instruction,1,215,1,1
5,instruction,1,287,2,0
5,instruction,1,215,1,NA
5,instruction,1,215,1,0
5,instruction,1,322,3,1
5,instruction,1,180,1,1
5,instruction,1,284,2,NA
5,instruction,1,284,3,0
5,instruction,1,640,2,1
5,instruction,1,358,3,1
5,instruction,1,322,3,1
5,instruction,1,215,1,NA
5,instruction,1,287,3,0
5,instruction,1,215,1,1
5,instruction,1,358,2,1
5,instruction,1,144,1,1
5,instruction,1,284,3,1
5,instruction,1,287,2,1
5,instruction,1,180,1,1
5,instruction,1,180,1,1
5,instruction,1,287,3,1
5,instruction,1,180,1,1
5,instruction,1,322,3,1
5,instruction,1,358,3,1
5,instruction,1,284,2,1
5,instruction,1,284,3,1
5,instruction,1,215,1,1
5,instruction,1,358,2,1
5,instruction,1,251,1,1
5,instruction,1,180,1,NA
5,instruction,1,180,1,1
5,instruction,1,144,1,1
5,instruction,1,287,3,0
5,instruction,1,180,1,1
5,instruction,1,284,2,1
5,instruction,1,358,3,1
5,instruction,1,322,3,NA
5,instruction,1,322,2,1
5,instruction,1,640,3,1
5,instruction,1,322,2,1
5,instruction,1,358,3,NA
5,instruction,1,251,1,1
5,instruction,1,284,2,1
5,instruction,1,251,1,0
5,instruction,1,215,1,0
5,instruction,1,215,1,1
5,instruction,1,322,3,0
5,instruction,1,215,1,NA
5,instruction,1,251,1,1
5,instruction,1,358,3,1
5,instruction,1,358,3,1
5,instruction,1,251,1,1
5,instruction,1,358,3,1
5,instruction,1,215,1,NA
5,instruction,1,180,1,1
5,instruction,1,144,1,1
5,instruction,1,287,2,1
5,instruction,1,144,1,NA
5,instruction,1,144,1,1
5,instruction,1,640,3,0
5,instruction,1,287,2,1
5,instruction,1,215,1,NA
5,instruction,1,144,1,1
5,instruction,1,640,3,1
5,instruction,1,284,3,1
5,instruction,1,144,1,1
5,instruction,1,640,2,0
5,instruction,1,322,2,1
5,instruction,1,358,2,1
5,instruction,1,287,3,1
5,instruction,1,640,3,1
5,instruction,1,284,3,1
5,instruction,1,322,3,1
5,instruction,1,640,2,0
5,instruction,1,287,3,1
5,instruction,1,180,1,1
5,instruction,1,180,1,NA
5,instruction,1,287,2,1
5,instruction,1,144,1,1
5,instruction,1,215,1,1
5,instruction,1,144,1,1
5,instruction,1,251,1,1
5,instruction,1,215,1,0
5,instruction,1,640,3,1
5,instruction,1,287,2,1
5,instruction,1,251,1,1
5,instruction,1,322,2,1
5,instruction,1,284,2,1
5,instruction,1,640,2,1
5,instruction,1,322,3,1
5,instruction,1,640,2,1
5,instruction,1,251,1,0
5,instruction,1,180,1,NA
5,instruction,1,251,1,0
5,instruction,1,144,1,1
5,instruction,1,251,1,1
5,instruction,1,144,1,1
5,instruction,1,144,1,1
5,instruction,1,251,1,1
5,instruction,1,144,1,1
5,instruction,1,284,2,1
5,instruction,1,284,3,0
5,instruction,1,180,1,1
5,instruction,1,287,2,1
5,instruction,1,144,1,1
5,instruction,1,180,1,NA
5,instruction,1,180,1,1
5,instruction,1,215,1,1
5,instruction,1,287,3,1
5,instruction,1,640,3,1
5,instruction,1,180,1,1
5,instruction,1,322,2,0
5,instruction,1,322,2,1
5,instruction,1,322,3,0
5,instruction,1,215,1,1
5,instruction,1,144,1,NA
5,instruction,1,640,2,1
5,instruction,1,251,1,1
5,instruction,1,287,3,NA
5,instruction,1,144,1,1
5,instruction,1,180,1,1
5,instruction,1,358,3,0
5,instruction,1,144,1,1
5,instruction,1,251,1,1
5,instruction,1,358,3,1
5,instruction,1,180,1,1
5,instruction,1,287,2,1
5,instruction,1,358,3,1
5,instruction,1,215,1,1
5,instruction,1,322,2,1
5,instruction,1,358,3,1
5,instruction,1,358,2,0
5,instruction,1,180,1,1
5,instruction,1,215,1,1
5,instruction,1,358,3,0
5,instruction,1,251,1,1
5,instruction,1,215,1,1
5,instruction,1,322,3,NA
5,instruction,1,251,1,1
5,instruction,1,251,1,1
5,instruction,1,640,2,1
5,instruction,1,640,2,1
5,instruction,1,284,2,0
5,instruction,1,180,1,1
5,instruction,1,144,1,NA
5,instruction,1,358,3,0
5,instruction,1,180,1,1
5,instruction,1,640,3,1
5,instruction,1,640,3,1
5,instruction,1,640,3,1
5,instruction,1,287,3,1
5,instruction,1,322,2,0
5,instruction,1,251,1,0
5,instruction,1,358,2,1
5,instruction,1,251,1,1
5,instruction,1,322,2,1
5,instruction,1,640,3,0
5,instruction,1,287,2,1
5,instruction,1,284,3,0
5,instruction,1,640,3,1
5,instruction,1,284,2,NA
5,instruction,1,284,2,1
5,instruction,1,284,2,0
5,instruction,1,180,1,1
5,instruction,1,215,1,1
5,instruction,1,287,3,NA
5,instruction,1,215,1,1
5,instruction,1,251,1,0
5,instruction,1,287,2,0
5,instruction,1,284,3,NA
5,instruction,1,640,2,1
5,instruction,1,322,2,1
5,instruction,1,284,3,1
5,instruction,1,322,2,1
5,instruction,1,287,2,1
5,instruction,1,287,3,1
5,instruction,1,215,1,1
5,instruction,1,251,1,1
5,instruction,1,284,2,1
5,instruction,1,358,3,1
5,instruction,1,322,3,1
5,instruction,1,215,1,1
5,instruction,1,144,1,1
5,instruction,1,144,1,1
5,instruction,1,215,1,1
5,instruction,1,358,3,0
5,no instruction,2,251,1,0
5,no instruction,2,215,1,NA
5,no instruction,2,215,3,1
5,no instruction,2,322,2,1
5,no instruction,2,358,1,0
5,no instruction,2,287,2,1
5,no instruction,2,284,1,0
5,no instruction,2,180,3,0
5,no instruction,2,251,1,0
5,no instruction,2,322,2,1
5,no instruction,2,287,3,1
5,no instruction,2,144,1,1
5,no instruction,2,640,3,0
5,no instruction,2,180,1,1
5,no instruction,2,640,3,NA
5,no instruction,2,251,1,0
5,no instruction,2,287,2,1
5,no instruction,2,144,1,1
5,no instruction,2,287,1,1
5,no instruction,2,640,3,NA
5,no instruction,2,358,3,1
5,no instruction,2,322,2,1
5,no instruction,2,287,2,1
5,no instruction,2,287,2,1
5,no instruction,2,322,1,0
5,no instruction,2,251,1,0
5,no instruction,2,144,3,1
5,no instruction,2,215,1,NA
5,no instruction,2,215,1,1
5,no instruction,2,640,2,0
5,no instruction,2,358,2,1
5,no instruction,2,287,1,1
5,no instruction,2,284,1,NA
5,no instruction,2,358,3,NA
5,no instruction,2,251,3,1
5,no instruction,2,144,1,1
5,no instruction,2,358,2,1
5,no instruction,2,251,1,0
5,no instruction,2,284,3,1
5,no instruction,2,144,2,1
5,no instruction,2,640,3,0
5,no instruction,2,358,1,1
5,no instruction,2,215,2,1
5,no instruction,2,180,2,1
5,no instruction,2,640,3,1
5,no instruction,2,144,1,1
5,no instruction,2,251,2,1
5,no instruction,2,322,2,0
5,no instruction,2,251,1,1
5,no instruction,2,180,1,1
5,no instruction,2,358,3,NA
5,no instruction,2,144,3,1
5,no instruction,2,180,3,1
5,no instruction,2,322,2,1
5,no instruction,2,322,2,1
5,no instruction,2,284,2,1
5,no instruction,2,284,1,1
5,no instruction,2,215,1,1
5,no instruction,2,215,3,1
5,no instruction,2,640,2,1
5,no instruction,2,322,1,0
5,no instruction,2,322,1,1
5,no instruction,2,251,2,1
5,no instruction,2,287,1,1
5,no instruction,2,358,2,1
5,no instruction,2,322,2,1
5,no instruction,2,284,2,0
5,no instruction,2,358,3,NA
5,no instruction,2,287,3,NA
5,no instruction,2,284,3,1
5,no instruction,2,284,3,NA
5,no instruction,2,640,1,0
5,no instruction,2,284,2,0
5,no instruction,2,358,3,NA
5,no instruction,2,251,2,1
5,no instruction,2,144,1,1
5,no instruction,2,144,3,1
5,no instruction,2,215,1,1
5,no instruction,2,640,1,NA
5,no instruction,2,215,1,1
5,no instruction,2,180,3,0
5,no instruction,2,287,2,1
5,no instruction,2,180,1,0
5,no instruction,2,215,1,1
5,no instruction,2,640,3,NA
5,no instruction,2,180,3,1
5,no instruction,2,144,3,1
5,no instruction,2,180,1,1
5,no instruction,2,284,2,1
5,no instruction,2,180,1,1
5,no instruction,2,322,1,0
5,no instruction,2,640,3,1
5,no instruction,2,284,1,1
5,no instruction,2,180,2,1
5,no instruction,2,358,3,0
5,no instruction,2,215,2,1
5,no instruction,2,640,3,NA
5,no instruction,2,287,3,1
5,no instruction,2,251,1,1
5,no instruction,2,180,2,1
5,no instruction,2,322,2,0
5,no instruction,2,144,1,NA
5,no instruction,2,640,3,0
5,no instruction,2,180,1,1
5,no instruction,2,215,1,1
5,no instruction,2,251,1,1
5,no instruction,2,215,2,0
5,no instruction,2,284,2,0
5,no instruction,2,640,3,1
5,no instruction,2,180,1,1
5,no instruction,2,180,2,1
5,no instruction,2,640,1,0
5,no instruction,2,322,1,0
5,no instruction,2,287,1,1
5,no instruction,2,284,1,0
5,no instruction,2,180,2,0
5,no instruction,2,251,1,NA
5,no instruction,2,215,3,1
5,no instruction,2,144,3,1
5,no instruction,2,251,3,1
5,no instruction,2,215,1,1
5,no instruction,2,284,3,1
5,no instruction,2,215,2,1
5,no instruction,2,287,2,1
5,no instruction,2,180,1,1
5,no instruction,2,284,3,1
5,no instruction,2,640,3,NA
5,no instruction,2,358,3,1
5,no instruction,2,251,3,0
5,no instruction,2,358,2,1
5,no instruction,2,284,1,1
5,no instruction,2,251,1,0
5,no instruction,2,215,2,1
5,no instruction,2,287,2,0
5,no instruction,2,322,2,1
5,no instruction,2,358,3,1
5,no instruction,2,287,2,1
5,no instruction,2,358,1,0
5,no instruction,2,251,3,0
5,no instruction,2,287,3,1
5,no instruction,2,180,1,1
5,no instruction,2,144,2,1
5,no instruction,2,144,2,0
5,no instruction,2,144,1,1
5,no instruction,2,358,2,1
5,no instruction,2,358,3,1
5,no instruction,2,322,1,0
5,no instruction,2,358,1,0
5,no instruction,2,287,3,1
5,no instruction,2,251,2,1
5,no instruction,2,284,2,1
5,no instruction,2,144,2,1
5,no instruction,2,144,1,1
5,no instruction,2,322,3,1
5,no instruction,2,144,3,1
5,no instruction,2,215,1,1
5,no instruction,2,287,1,1
5,no instruction,2,287,3,0
5,no instruction,2,215,1,1
5,no instruction,2,322,3,1
5,no instruction,2,640,3,0
5,no instruction,2,284,2,1
5,no instruction,2,284,2,0
5,no instruction,2,640,3,NA
5,no instruction,2,322,3,1
5,no instruction,2,251,1,0
5,no instruction,2,287,2,0
5,no instruction,2,640,3,1
5,no instruction,2,322,1,0
5,no instruction,2,180,2,1
5,no instruction,2,284,3,0
5,no instruction,2,322,3,1
5,no instruction,2,251,1,1
5,no instruction,2,180,2,0
5,no instruction,2,215,1,1
5,no instruction,2,640,3,NA
5,no instruction,2,144,1,1
5,no instruction,2,144,1,1
5,no instruction,2,358,3,1
5,no instruction,2,358,2,1
5,no instruction,2,322,1,0
5,no instruction,2,358,2,1
5,no instruction,2,144,3,0
5,no instruction,2,358,2,1
5,no instruction,2,215,3,0
5,no instruction,2,287,3,0
5,no instruction,2,180,1,NA
5,no instruction,2,284,1,NA
5,no instruction,2,640,3,0
5,no instruction,2,215,1,1
5,no instruction,2,251,1,1
5,no instruction,2,322,2,1
5,no instruction,2,287,1,1
5,no instruction,2,287,2,1
5,no instruction,2,144,2,1
5,no instruction,2,251,2,1
5,no instruction,2,180,3,1
5,no instruction,2,287,3,1
5,no instruction,2,144,1,1
5,no instruction,2,180,2,1
5,no instruction,2,215,3,1
5,no instruction,2,322,3,1
5,no instruction,2,284,1,0
5,no instruction,2,284,3,1
5,no instruction,2,287,3,0
5,no instruction,2,284,3,0
5,no instruction,2,322,3,1
5,no instruction,2,284,2,1
5,no instruction,2,322,2,1
5,no instruction,2,144,3,1
5,no instruction,2,251,2,1
5,no instruction,2,287,1,0
5,no instruction,2,251,3,1
5,no instruction,2,358,2,1
5,no instruction,2,284,1,0
5,no instruction,2,640,3,1
5,no instruction,2,180,1,1
5,no instruction,2,287,3,1
5,no instruction,2,322,3,0
5,no instruction,2,251,2,1
5,no instruction,2,180,2,1
5,no instruction,2,215,1,1
5,no instruction,2,144,1,1
5,no instruction,2,640,3,NA
5,no instruction,2,322,2,1
5,no instruction,2,215,3,1
5,no instruction,2,284,1,1
5,no instruction,2,640,2,0
5,no instruction,2,180,1,1
5,no instruction,2,215,2,0
5,no instruction,2,144,2,0
5,no instruction,2,284,2,1
5,no instruction,2,358,3,1
5,no instruction,2,358,1,1
5,no instruction,2,287,2,0
5,no instruction,2,640,2,1
5,no instruction,2,358,1,0
5,no instruction,2,284,2,1
5,no instruction,2,215,2,1
5,no instruction,2,251,1,1
5,no instruction,2,251,1,1
5,no instruction,2,322,2,1
5,no instruction,2,640,2,1
5,no instruction,2,640,2,1
5,no instruction,2,640,2,1
5,no instruction,2,322,2,1
5,no instruction,2,215,2,1
5,no instruction,2,144,1,1
5,no instruction,2,180,3,1
5,no instruction,2,180,3,NA
5,no instruction,2,251,3,1
5,no instruction,2,251,2,1
5,no instruction,2,215,2,1
5,no instruction,2,287,3,NA
5,no instruction,2,358,3,NA
5,no instruction,2,215,3,NA
5,no instruction,2,358,1,1
5,no instruction,2,144,3,1
5,no instruction,2,251,2,0
5,no instruction,2,322,2,1
5,no instruction,2,144,3,1
5,no instruction,2,180,3,1
5,no instruction,2,284,1,1
5,no instruction,2,180,2,1
5,no instruction,2,640,3,NA
5,no instruction,2,640,2,0
